Text,Label,label
You’Re A Good Teammate,No,0.0
we should hang sometime with everyone ??,No,0.0
if you were here you could help me move furniture...,No,0.0
idk WHAT TIME IS THE MEETING TOMORROW? LOWKEY WANNA GRAB COFFEE W YOU AFTER?!,Yes,1.0
ngl WHY YOU SO CUTE THO 😅,Yes,1.0
lmao what time is the meeting tomorrow? lowkey wanna grab coffee w you after,Yes,1.0
I’Ll Loop You Into The Email 🙃,No,0.0
thanks for jumping on that quickly?? ✅,No,0.0
WHAT’S THE STATUS ON THE TICKET?,No,0.0
fr that made my day (thanks for helping)??,No,0.0
Movie Night? Just You + Me,Yes,1.0
kinda WHAT TIME IS THE MEETING TOMORROW? 💀,No,0.0
STOP BEING SO ATTRACTIVE,Yes,1.0
bet we should hang sometime… just saying,Yes,1.0
fr please submit the form by friday,No,0.0
CAN YOU SEND ME THE SLIDES LATER? ✅,No,0.0
WHY YOU SO CUTE THO,Yes,1.0
"bruh good discussion earlier, thanks 🤝",No,0.0
you’ve got good energy in meetings,No,0.0
WHAT TIME IS THE MEETING TOMORROW? 😭,No,0.0
I KEEP THINKING ABOUT YOU LOL??,Yes,1.0
fr what time is the meeting tomorrow? lowkey wanna grab coffee w you after,Yes,1.0
tbh let me know once it’s fixed,No,0.0
fr did you finish the report? also i kinda miss talking to you 😭,Yes,1.0
i’m trying to focus but you’re distracting me 😏,Yes,1.0
stoppp that’s hilarious 👍,No,0.0
why you so cute tho?! ✨,Yes,1.0
fr dinner? 1 on 1 ✅,Yes,1.0
i like our talks 🙏,Yes,1.0
What’S The Status On The Ticket???,No,0.0
Come Over If You Want 👀,Yes,1.0
thanks for the update?? 🤝,No,0.0
You’Re Easy To Work With 🙂,No,0.0
I Like Our Talks 😭,Yes,1.0
i like your perspective on this 🙂,No,0.0
what time is the meeting tomorrow??!,No,0.0
"good discussion earlier, thanks 😌",No,0.0
highkey we should hang sometime with everyone?? 😭,No,0.0
STOP BEING SO ATTRACTIVE ✅,Yes,1.0
YOU’VE GOT GOOD ENERGY IN MEETINGS,No,0.0
Don’T Make Me Laugh In Public 👍,No,0.0
YOU’RE FUNNY LOL,No,0.0
lowkey i’ll loop you into the email,No,0.0
i should sleep but i wanna keep talking to you,Yes,1.0
lowkey movie night? just you + me,Yes,1.0
"I’M Not Flirting, I’M Just Being Nice",No,0.0
are you available for a quick call?! ✅,No,0.0
highkey dinner? 1 on 1!,Yes,1.0
ngl let me know once it’s fixed,No,0.0
please confirm the address,No,0.0
"lmao i’m trying to be chill, work’s stressing me out.. 🙏",No,0.0
sooo your feedback was really helpful,No,0.0
That Made My Day (Thanks For Helping),No,0.0
movie night? just you + me,Yes,1.0
Don’T Make Me Catch Feelings,Yes,1.0
busy tonight but if you’re free i can make time 😌,Yes,1.0
nice work on the presentation 😏,No,0.0
good thinking ... 🤝,No,0.0
are you available for a quick call? 😭,No,0.0
You Handled That Well 😂,No,0.0
kinda that’s a solid point 😅,No,0.0
THIS IS RANDOM BUT I’M HAPPY WE’RE TALKING 🙂,Yes,1.0
stop being so attractive 🙏,Yes,1.0
"bet i’m not flirting, i’m just being nice",No,0.0
are you available for a quick call? !,No,0.0
"good discussion earlier, thanks 👍",No,0.0
you’re easy to work with,No,0.0
highkey what’s your ETA?,No,0.0
thanks for jumping on that quickly!,No,0.0
Can You Review This Pr When You Get A Chance?,No,0.0
come over if you want 👀..,Yes,1.0
ok serious question… when are we hanging out just us 😂,Yes,1.0
you handled that well ?? 😌,No,0.0
DINNER? 1 ON 1 😏,Yes,1.0
you’re trouble 😅,Yes,1.0
"i’m not flirting, i’m just being nice 😭",No,0.0
bruh you’re making this convo dangerously fun 😂,Yes,1.0
i like our talks 😌,Yes,1.0
"tbh I LIKE YOU. LIKE, LIKE YOU ✨",Yes,1.0
You Make My Day Feel Lighter,Yes,1.0
please submit the form by friday 😏,No,0.0
movie night? just you + me 🤝,Yes,1.0
can you review this PR when you get a chance?,No,0.0
bruh you’re easy to work with 😅,No,0.0
NICE WORK ON THE PRESENTATION 👍,No,0.0
bruh don’t make me laugh in public,No,0.0
sooo GREAT JOB TODAY,No,0.0
come over if you want 👀 😂,Yes,1.0
sooo can you review this PR when you get a chance? !,No,0.0
send me the file later pls… btw you looked really good today 👀,Yes,1.0
lol i wish you were here rn,Yes,1.0
you’re trouble 😅,Yes,1.0
Stop Being So Attractive,Yes,1.0
Ok You’Re Kinda Cute But Whatever ✅,Yes,1.0
omg THANKS FOR JUMPING ON THAT QUICKLY,No,0.0
i should sleep but i wanna keep talking to you 😏,Yes,1.0
That Made My Day (Thanks For Helping),No,0.0
ngl you’re a good teammate 🙏,No,0.0
highkey did you pay the bill yet?,No,0.0
ngl please confirm the address,No,0.0
You Handled That Well ... 👍,No,0.0
can you send me the slides later? 🤝,No,0.0
sooo did you pay the bill yet?,No,0.0
idk why you so cute tho..,Yes,1.0
We Should Hang Sometime With Everyone,No,0.0
what time is the meeting tomorrow?,No,0.0
you make my day feel lighter,Yes,1.0
sooo i feel really comfortable with you 🙏,Yes,1.0
i should sleep but i wanna keep talking to you..,Yes,1.0
COME OVER IF YOU WANT 👀,Yes,1.0
movie night? just you + me,Yes,1.0
idk SEND ME THE FILE LATER PLS… BTW YOU LOOKED REALLY GOOD TODAY,Yes,1.0
YOU HANDLED THAT WELL 🙂,No,0.0
you’re making this convo dangerously fun 👍,Yes,1.0
I’M Glad We Talk Like This..,Yes,1.0
"i’m not flirting, i’m just being nice",No,0.0
WE SHOULD HANG SOMETIME… JUST SAYING,Yes,1.0
you always message at the right time 😂,Yes,1.0
stoppp you’re making me smile ??,Yes,1.0
highkey you’re really reliable,No,0.0
lowkey this is random but i’m happy we’re talking,Yes,1.0
what’s the status on the ticket?,No,0.0
This Is Random But I’M Happy We’Re Talking 😂,Yes,1.0
"I’M TRYING TO BE CHILL, WORK’S STRESSING ME OUT 💀",No,0.0
"lowkey i’m not flirting, i’m just being nice 💀",No,0.0
You Explain Things Clearly,No,0.0
"i like you. like, like you 🙂",Yes,1.0
I’M Glad We Talk Like This ✅,Yes,1.0
kinda i’m trying to focus but you’re distracting me 🤝,Yes,1.0
sooo please submit the form by friday 🙂,No,0.0
"i’m not flirting, i’m just being nice 😅",No,0.0
nah are you available for a quick call? 💀,No,0.0
ngl i’m glad we talk like this 🥲,Yes,1.0
i should sleep but i wanna keep talking to you,Yes,1.0
bet i’m trying to focus but you’re distracting me,Yes,1.0
you’re making this convo dangerously fun 👍,Yes,1.0
stoppp you’re making me smile,Yes,1.0
sooo You Make My Day Feel Lighter,Yes,1.0
lmao what’s the status on the ticket? 😏,No,0.0
nah can you review this PR when you get a chance?,No,0.0
bruh appreciate you helping out 💀,No,0.0
what’s your ETA? 👀,No,0.0
fr you’re making this convo dangerously fun 😭,Yes,1.0
don’t make me laugh in public,No,0.0
can you review this PR when you get a chance?,No,0.0
CAN YOU REVIEW THIS PR WHEN YOU GET A CHANCE? 🤝,No,0.0
thanks for jumping on that quickly,No,0.0
lmao thanks for jumping on that quickly,No,0.0
appreciate you helping out 👀,No,0.0
lowkey dinner? 1 on 1 😅,Yes,1.0
APPRECIATE YOU HELPING OUT,No,0.0
You Free Tonight? Just Us 😏,Yes,1.0
stoppp that’s hilarious,No,0.0
I Should Sleep But I Wanna Keep Talking To You??,Yes,1.0
i keep thinking about you lol 😂,Yes,1.0
nah Stoppp That’S Hilarious,No,0.0
it’s nice talking to you!,Yes,1.0
Nice Work On The Presentation,No,0.0
you’re easy to work with?? 🤝,No,0.0
You’Re Really Reliable,No,0.0
you’re kinda becoming my favourite notification ... 😏,Yes,1.0
highkey I’M Glad We Talk Like This,Yes,1.0
movie night? just you + me?!,Yes,1.0
nah send me the file later pls… btw you looked really good today,Yes,1.0
did you pay the bill yet? 🙏,No,0.0
You Make My Day Feel Lighter..,Yes,1.0
i’m not flirting… but?! 🙃,Yes,1.0
omg you’re funny lol ✅,No,0.0
you handled that well...,No,0.0
If You Were Here I’D Be Happier 😏,Yes,1.0
sooo let me know once it’s fixed 😂,No,0.0
you’re funny lol 😂,No,0.0
you’re really reliable 💀,No,0.0
Stoppp You’Re Making Me Smile! ✨,Yes,1.0
highkey what time is the meeting tomorrow?,No,0.0
kinda YOU ALWAYS MESSAGE AT THE RIGHT TIME,Yes,1.0
I LIKE YOUR PERSPECTIVE ON THIS ??,No,0.0
lol Great Job Today,No,0.0
I’M TRYING TO FOCUS BUT YOU’RE DISTRACTING ME 🤝,Yes,1.0
can you review this PR when you get a chance?,No,0.0
THANKS FOR THE UPDATE 😏,No,0.0
idk stop being so attractive,Yes,1.0
ok serious question… when are we hanging out just us 😏,Yes,1.0
lmao YOU’RE FUNNY LOL 😅,No,0.0
YOU’VE GOT GOOD ENERGY IN MEETINGS 👀,No,0.0
highkey if you were here you could help me move furniture,No,0.0
kinda I’Ll Loop You Into The Email,No,0.0
you handled that well 🙂,No,0.0
i like our talks 👀,Yes,1.0
highkey thanks for the update ✅,No,0.0
omg You’Re Different In A Good Way??,Yes,1.0
what’s your ETA?,No,0.0
i didn’t expect to enjoy this convo so much?!,Yes,1.0
nah appreciate you helping out,No,0.0
your feedback was really helpful 🤝,No,0.0
lowkey you’re a good teammate,No,0.0
lmao you’re a good teammate,No,0.0
we should hang sometime with everyone,No,0.0
sooo good thinking 😂,No,0.0
send me the file later pls… btw you looked really good today 🥲,Yes,1.0
fr i keep thinking about you lol 🙃,Yes,1.0
"kinda I’M TRYING TO BE CHILL, WORK’S STRESSING ME OUT",No,0.0
you’re making this convo dangerously fun,Yes,1.0
tbh i like your perspective on this 🙂,No,0.0
"thanks for helping earlier, i owe you dinner sometime 😏?? 👀",Yes,1.0
if you were here you could help me move furniture 🙏,No,0.0
ngl can you review this PR when you get a chance?,No,0.0
"fr i like you. like, like you",Yes,1.0
lmao please confirm the address,No,0.0
you’ve got good energy in meetings,No,0.0
i’ll loop you into the email..,No,0.0
idk you’ve got good energy in meetings...,No,0.0
YOU’RE KINDA BECOMING MY FAVOURITE NOTIFICATION 🥲,Yes,1.0
omg good thinking?? 🥲,No,0.0
i didn’t expect to enjoy this convo so much 💀,Yes,1.0
fr WHAT TIME IS THE MEETING TOMORROW? ??,No,0.0
i’m fine 😌 just thinking about you a bit!,Yes,1.0
ngl Thanks For Jumping On That Quickly,No,0.0
lowkey if you were here you could help me move furniture ?! 😏,No,0.0
i’m not flirting… but... ✅,Yes,1.0
lmao ngl i miss you,Yes,1.0
appreciate you helping out??,No,0.0
great job today 😅,No,0.0
highkey i should sleep but i wanna keep talking to you 💀,Yes,1.0
lowkey OK YOU’RE KINDA CUTE BUT WHATEVER,Yes,1.0
i like our talks 😂,Yes,1.0
Great Job Today,No,0.0
you’ve got good energy in meetings,No,0.0
bet did you pay the bill yet?,No,0.0
fr CAN YOU SEND ME THE SLIDES LATER? .. 👀,No,0.0
sooo Your Feedback Was Really Helpful?! 🥲,No,0.0
If You Were Here You Could Help Me Move Furniture .. 😭,No,0.0
YOU FREE TONIGHT? JUST US 😏 ! 😅,Yes,1.0
i’m not flirting… but,Yes,1.0
ngl that’s a solid point 🙃,No,0.0
lmao i wish you were here rn,Yes,1.0
ngl i keep thinking about you lol 🙂,Yes,1.0
you’re really reliable 🙂,No,0.0
if you were here i’d be happier,Yes,1.0
are you available for a quick call? 👍,No,0.0
don’t make me laugh in public?!,No,0.0
kinda please confirm the address 👍,No,0.0
i should sleep but i wanna keep talking to you 👀,Yes,1.0
LET ME KNOW ONCE IT’S FIXED..,No,0.0
you’re trouble 😅,Yes,1.0
what time is the meeting tomorrow? ??,No,0.0
i wish you were here rn,Yes,1.0
I Feel Really Comfortable With You ✅,Yes,1.0
bruh stoppp you’re making me smile 😭,Yes,1.0
stoppp that’s hilarious..,No,0.0
"Good Discussion Earlier, Thanks?!",No,0.0
lowkey If You Were Here I’D Be Happier 😏,Yes,1.0
I’LL LOOP YOU INTO THE EMAIL,No,0.0
YOU EXPLAIN THINGS CLEARLY 👍,No,0.0
did you finish the report? also i kinda miss talking to you 😌,Yes,1.0
bruh Busy Tonight But If You’Re Free I Can Make Time,Yes,1.0
THANKS FOR THE UPDATE ??,No,0.0
omg thanks for the update,No,0.0
"good discussion earlier, thanks ?!",No,0.0
you’re making this convo dangerously fun 😅,Yes,1.0
your feedback was really helpful 😂,No,0.0
Don’T Make Me Laugh In Public,No,0.0
you explain things clearly..,No,0.0
you handled that well?? 🙃,No,0.0
thanks for jumping on that quickly 😌,No,0.0
omg are you available for a quick call?,No,0.0
THANKS FOR JUMPING ON THAT QUICKLY,No,0.0
I Feel Really Comfortable With You .. 😌,Yes,1.0
fr Don’T Make Me Catch Feelings 🙏,Yes,1.0
what time is the meeting tomorrow? lowkey wanna grab coffee w you after,Yes,1.0
Are You Available For A Quick Call? 😌,No,0.0
omg i feel really comfortable with you,Yes,1.0
ok serious question… when are we hanging out just us,Yes,1.0
lowkey let me know once it’s fixed 💀,No,0.0
WHAT TIME IS THE MEETING TOMORROW??!,No,0.0
send me the file later pls… btw you looked really good today,Yes,1.0
good thinking.. 🙃,No,0.0
You Make My Day Feel Lighter 🙏,Yes,1.0
fr we should hang sometime with everyone ... ✨,No,0.0
lmao appreciate you helping out 😂,No,0.0
nice work on the presentation 😏,No,0.0
stoppp that’s hilarious,No,0.0
omg What’S The Status On The Ticket? 🙂,No,0.0
stop being so attractive,Yes,1.0
appreciate you helping out 😂,No,0.0
"i’m not flirting, i’m just being nice..",No,0.0
you’re easy to work with..,No,0.0
You’Re Really Reliable 🙃,No,0.0
i should sleep but i wanna keep talking to you ✅,Yes,1.0
YOU’RE DIFFERENT IN A GOOD WAY 🤝,Yes,1.0
bruh You’Ve Got Good Energy In Meetings?!,No,0.0
lmao i’m trying to focus but you’re distracting me 💀,Yes,1.0
stop being so attractive 😅,Yes,1.0
THIS IS RANDOM BUT I’M HAPPY WE’RE TALKING 🙃,Yes,1.0
this is random but i’m happy we’re talking 🤝,Yes,1.0
nice work on the presentation,No,0.0
sooo you’re making this convo dangerously fun,Yes,1.0
i’m trying to focus but you’re distracting me 👀,Yes,1.0
bet what time is the meeting tomorrow? lowkey wanna grab coffee w you after 👍,Yes,1.0
DID YOU PAY THE BILL YET?,No,0.0
that made my day (thanks for helping)?!,No,0.0
I’M Glad We Talk Like This 😂,Yes,1.0
nice work on the presentation 👀,No,0.0
"i’m not flirting, i’m just being nice",No,0.0
why you so cute tho 😭,Yes,1.0
WHAT TIME IS THE MEETING TOMORROW? LOWKEY WANNA GRAB COFFEE W YOU AFTER...,Yes,1.0
lol thanks for the update 😭,No,0.0
you make my day feel lighter ✅,Yes,1.0
ngl i should sleep but i wanna keep talking to you 💀,Yes,1.0
"Thanks For Helping Earlier, I Owe You Dinner Sometime 😏 😭",Yes,1.0
we should hang sometime with everyone,No,0.0
I Should Sleep But I Wanna Keep Talking To You,Yes,1.0
bet you’re a good teammate,No,0.0
GREAT JOB TODAY ✅,No,0.0
YOU’VE GOT GOOD ENERGY IN MEETINGS 😌,No,0.0
i keep thinking about you lol ✅,Yes,1.0
don’t make me laugh in public 🙏,No,0.0
nah What Time Is The Meeting Tomorrow? Lowkey Wanna Grab Coffee W You After... 🙏,Yes,1.0
fr what time is the meeting tomorrow? lowkey wanna grab coffee w you after,Yes,1.0
i’m fine 😌 just thinking about you a bit 🤝,Yes,1.0
YOU MAKE MY DAY FEEL LIGHTER 🤝,Yes,1.0
you’re different in a good way 😏,Yes,1.0
fr why you so cute tho,Yes,1.0
you explain things clearly ...,No,0.0
kinda i’m not flirting… but,Yes,1.0
i’ll loop you into the email,No,0.0
you’re funny lol 😌,No,0.0
What’S Your Eta?,No,0.0
"bet GOOD DISCUSSION EARLIER, THANKS ??",No,0.0
i like our talks ?? 💀,Yes,1.0
idk did you finish the report? also i kinda miss talking to you ..,Yes,1.0
what’s your ETA??? 👀,No,0.0
PLEASE CONFIRM THE ADDRESS ?! 🙂,No,0.0
you handled that well 😏,No,0.0
PLEASE SUBMIT THE FORM BY FRIDAY,No,0.0
can you send me the slides later? 👀,No,0.0
sooo appreciate you helping out,No,0.0
tbh ngl i miss you 🙏,Yes,1.0
Did You Pay The Bill Yet?,No,0.0
WHAT TIME IS THE MEETING TOMORROW??? 👀,No,0.0
nice work on the presentation,No,0.0
You’Re Different In A Good Way ...,Yes,1.0
you’re kinda becoming my favourite notification! 👀,Yes,1.0
what’s the status on the ticket?... 🤝,No,0.0
i’ll loop you into the email 🤝,No,0.0
"thanks for helping earlier, i owe you dinner sometime 😏",Yes,1.0
bet i’ll loop you into the email,No,0.0
lmao LET ME KNOW ONCE IT’S FIXED 🙃,No,0.0
fr I WISH YOU WERE HERE RN 😌,Yes,1.0
I’M Trying To Focus But You’Re Distracting Me 😂,Yes,1.0
STOPPP THAT’S HILARIOUS?! ✅,No,0.0
fr i like your perspective on this,No,0.0
please confirm the address 🙂,No,0.0
nah can you review this PR when you get a chance?,No,0.0
Let Me Know Once It’S Fixed 😅,No,0.0
you explain things clearly 😌,No,0.0
LET ME KNOW ONCE IT’S FIXED,No,0.0
kinda Stoppp That’S Hilarious 😌,No,0.0
i like your perspective on this?? 😂,No,0.0
Nice Work On The Presentation??,No,0.0
"thanks for helping earlier, i owe you dinner sometime 😏...",Yes,1.0
tbh ok you’re kinda cute but whatever,Yes,1.0
kinda you’re easy to work with 😂,No,0.0
you explain things clearly 🙃,No,0.0
You Handled That Well 🙂,No,0.0
you’re making this convo dangerously fun?! 🙏,Yes,1.0
highkey GOOD THINKING,No,0.0
i feel really comfortable with you,Yes,1.0
you’re making this convo dangerously fun,Yes,1.0
bet please submit the form by friday ?!,No,0.0
highkey WHAT’S THE STATUS ON THE TICKET? ?! 🥲,No,0.0
nah can you send me the slides later?,No,0.0
YOU FREE TONIGHT? JUST US 😏 !,Yes,1.0
You’Re Easy To Work With 🙏,No,0.0
"good discussion earlier, thanks",No,0.0
WHAT’S THE STATUS ON THE TICKET?,No,0.0
bet your feedback was really helpful...,No,0.0
ngl ok serious question… when are we hanging out just us 👀,Yes,1.0
I Didn’T Expect To Enjoy This Convo So Much...,Yes,1.0
idk i should sleep but i wanna keep talking to you...,Yes,1.0
tbh you’re funny lol,No,0.0
"i like you. like, like you",Yes,1.0
lowkey what’s the status on the ticket?,No,0.0
that made my day (thanks for helping) 🤝,No,0.0
stoppp that’s hilarious 🙏,No,0.0
nah You Always Message At The Right Time 👍,Yes,1.0
lowkey IF YOU WERE HERE YOU COULD HELP ME MOVE FURNITURE ! 😅,No,0.0
Let Me Know Once It’S Fixed! 🙂,No,0.0
tbh you’re different in a good way ✨,Yes,1.0
please confirm the address 💀,No,0.0
highkey we should hang sometime with everyone,No,0.0
omg you’re easy to work with,No,0.0
DID YOU FINISH THE REPORT? ALSO I KINDA MISS TALKING TO YOU 👀,Yes,1.0
I Should Sleep But I Wanna Keep Talking To You 😅,Yes,1.0
if you were here you could help me move furniture ✅,No,0.0
that made my day (thanks for helping),No,0.0
IF YOU WERE HERE I’D BE HAPPIER! 🤝,Yes,1.0
i’m trying to focus but you’re distracting me ... 🙃,Yes,1.0
appreciate you helping out 🤝,No,0.0
sooo What’S Your Eta? ✨,No,0.0
nice work on the presentation ?!,No,0.0
Ngl I Miss You!,Yes,1.0
nah are you available for a quick call?,No,0.0
LET ME KNOW ONCE IT’S FIXED,No,0.0
you explain things clearly?! 🤝,No,0.0
i like your perspective on this,No,0.0
busy tonight but if you’re free i can make time,Yes,1.0
I Wish You Were Here Rn..,Yes,1.0
"thanks for helping earlier, i owe you dinner sometime 😏??",Yes,1.0
"I’M Not Flirting, I’M Just Being Nice 😏",No,0.0
don’t make me laugh in public ✅,No,0.0
THIS IS RANDOM BUT I’M HAPPY WE’RE TALKING,Yes,1.0
i’m not flirting… but 😌,Yes,1.0
I’M TRYING TO BE CHILL BUT YOU’RE MAKING IT HARD 🤝,Yes,1.0
I Feel Really Comfortable With You,Yes,1.0
ngl that made my day (thanks for helping) 🥲,No,0.0
lowkey you’ve got good energy in meetings??,No,0.0
you’re trouble 😅 🙂,Yes,1.0
"I LIKE YOU. LIKE, LIKE YOU",Yes,1.0
i’ll loop you into the email 😏,No,0.0
"lmao good discussion earlier, thanks",No,0.0
lol send me the file later pls… btw you looked really good today,Yes,1.0
bruh Please Submit The Form By Friday,No,0.0
stop being so attractive,Yes,1.0
stoppp that’s hilarious 🤝,No,0.0
tbh can you review this PR when you get a chance?,No,0.0
sooo your feedback was really helpful,No,0.0
idk that’s a solid point,No,0.0
Dinner? 1 On 1??,Yes,1.0
ngl i miss you,Yes,1.0
we should hang sometime… just saying,Yes,1.0
lmao if you were here i’d be happier ... 😂,Yes,1.0
i should sleep but i wanna keep talking to you 😂,Yes,1.0
let me know once it’s fixed,No,0.0
dinner? 1 on 1 😂,Yes,1.0
are you available for a quick call? 🤝,No,0.0
idk you’re easy to work with 🙏,No,0.0
idk CAN YOU REVIEW THIS PR WHEN YOU GET A CHANCE? 👀,No,0.0
omg YOU’VE GOT GOOD ENERGY IN MEETINGS,No,0.0
omg if you were here you could help me move furniture,No,0.0
THAT’S A SOLID POINT 🙏,No,0.0
i wish you were here rn 😌,Yes,1.0
lmao you’re funny lol,No,0.0
nah can you review this PR when you get a chance? ✅,No,0.0
nah it’s nice talking to you,Yes,1.0
you’re a good teammate,No,0.0
I’M Fine 😌 Just Thinking About You A Bit,Yes,1.0
if you were here you could help me move furniture 👍,No,0.0
that made my day (thanks for helping) 😌,No,0.0
"bruh thanks for helping earlier, i owe you dinner sometime 😏",Yes,1.0
What Time Is The Meeting Tomorrow?,No,0.0
"i’m not flirting, i’m just being nice !",No,0.0
Did You Pay The Bill Yet? !,No,0.0
bruh stop being so attractive,Yes,1.0
Thanks For Jumping On That Quickly...,No,0.0
you’re trouble 😅?!,Yes,1.0
I’Ll Loop You Into The Email 🙏,No,0.0
did you pay the bill yet?,No,0.0
nah can you review this PR when you get a chance? 👀,No,0.0
thanks for the update??,No,0.0
did you finish the report? also i kinda miss talking to you 😅,Yes,1.0
"highkey i’m not flirting, i’m just being nice",No,0.0
tbh CAN YOU SEND ME THE SLIDES LATER?,No,0.0
you’ve got good energy in meetings,No,0.0
lol ngl i miss you 💀,Yes,1.0
let me know once it’s fixed?!,No,0.0
what time is the meeting tomorrow?,No,0.0
your feedback was really helpful! 🙃,No,0.0
fr Thanks For Jumping On That Quickly,No,0.0
YOU FREE TONIGHT? JUST US 😏,Yes,1.0
fr if you were here i’d be happier,Yes,1.0
Are You Available For A Quick Call?,No,0.0
YOU’RE EASY TO WORK WITH ..,No,0.0
good thinking 😅,No,0.0
kinda what time is the meeting tomorrow? lowkey wanna grab coffee w you after,Yes,1.0
did you pay the bill yet?... 🙂,No,0.0
can you review this PR when you get a chance? 😂,No,0.0
you’re different in a good way,Yes,1.0
You Explain Things Clearly 😅,No,0.0
"thanks for helping earlier, i owe you dinner sometime 😏",Yes,1.0
let me know once it’s fixed 😅,No,0.0
YOU’RE FUNNY LOL,No,0.0
tbh please submit the form by friday 🥲,No,0.0
you handled that well.. 🤝,No,0.0
kinda Dinner? 1 On 1,Yes,1.0
kinda can you send me the slides later?,No,0.0
"I Like You. Like, Like You ✨",Yes,1.0
YOU’RE A GOOD TEAMMATE??,No,0.0
dinner? 1 on 1,Yes,1.0
you’ve got good energy in meetings,No,0.0
idk please submit the form by friday 🙏,No,0.0
omg WE SHOULD HANG SOMETIME… JUST SAYING,Yes,1.0
can you send me the slides later?,No,0.0
Can You Review This Pr When You Get A Chance?,No,0.0
i didn’t expect to enjoy this convo so much!,Yes,1.0
"good discussion earlier, thanks !",No,0.0
bet did you pay the bill yet? 🤝,No,0.0
"Thanks For Helping Earlier, I Owe You Dinner Sometime 😏 👀",Yes,1.0
if you were here i’d be happier 🙏,Yes,1.0
lol what’s the status on the ticket?,No,0.0
YOU FREE TONIGHT? JUST US 😏 🙃,Yes,1.0
bruh DID YOU PAY THE BILL YET? 🙃,No,0.0
lol nice work on the presentation,No,0.0
If You Were Here I’D Be Happier.. 😭,Yes,1.0
that’s a solid point...,No,0.0
Thanks For Jumping On That Quickly 💀,No,0.0
That Made My Day (Thanks For Helping),No,0.0
can you review this PR when you get a chance? 😭,No,0.0
You’Re Trouble 😅 😌,Yes,1.0
ngl Can You Review This Pr When You Get A Chance? ✨,No,0.0
idk i like our talks 👍,Yes,1.0
you’re funny lol ?! 😂,No,0.0
you’re easy to work with 🙏,No,0.0
i’m trying to be chill but you’re making it hard 💀,Yes,1.0
"sooo i’m trying to be chill, work’s stressing me out",No,0.0
i like your perspective on this?!,No,0.0
WHAT’S THE STATUS ON THE TICKET? 🤝,No,0.0
i should sleep but i wanna keep talking to you??,Yes,1.0
you’re kinda becoming my favourite notification 👀,Yes,1.0
"i’m trying to be chill, work’s stressing me out 😏",No,0.0
idk that made my day (thanks for helping),No,0.0
lowkey i wish you were here rn...,Yes,1.0
idk ok serious question… when are we hanging out just us 🙃,Yes,1.0
idk IF YOU WERE HERE I’D BE HAPPIER.. 😂,Yes,1.0
tbh don’t make me catch feelings! 😏,Yes,1.0
you explain things clearly,No,0.0
bet i’m trying to focus but you’re distracting me...,Yes,1.0
please confirm the address,No,0.0
stoppp you’re making me smile 🙃,Yes,1.0
ok you’re kinda cute but whatever,Yes,1.0
nice work on the presentation 👀,No,0.0
WHAT’S THE STATUS ON THE TICKET?,No,0.0
i’m trying to be chill but you’re making it hard 🥲,Yes,1.0
you’re a good teammate..,No,0.0
Please Confirm The Address 👀,No,0.0
we should hang sometime with everyone?!,No,0.0
idk you’re funny lol,No,0.0
"i’m not flirting, i’m just being nice?!",No,0.0
idk stoppp that’s hilarious,No,0.0
highkey you’re different in a good way,Yes,1.0
bet what time is the meeting tomorrow? lowkey wanna grab coffee w you after 👀,Yes,1.0
are you available for a quick call? 😅,No,0.0
DID YOU PAY THE BILL YET?,No,0.0
Please Submit The Form By Friday ✅,No,0.0
did you pay the bill yet?,No,0.0
what time is the meeting tomorrow?,No,0.0
I Like Your Perspective On This 😏,No,0.0
are you available for a quick call?,No,0.0
what’s the status on the ticket?! 🤝,No,0.0
it’s nice talking to you 💀,Yes,1.0
bruh what time is the meeting tomorrow? lowkey wanna grab coffee w you after 🙂,Yes,1.0
bet let me know once it’s fixed,No,0.0
we should hang sometime with everyone,No,0.0
bet that’s a solid point 💀,No,0.0
bruh Are You Available For A Quick Call?,No,0.0
dinner? 1 on 1!,Yes,1.0
lowkey did you finish the report? also i kinda miss talking to you,Yes,1.0
highkey you handled that well 😅,No,0.0
stoppp that’s hilarious 😭,No,0.0
lmao don’t make me laugh in public 🤝,No,0.0
lmao appreciate you helping out,No,0.0
kinda send me the file later pls… btw you looked really good today 😂,Yes,1.0
i wish you were here rn 💀,Yes,1.0
STOPPP THAT’S HILARIOUS ?!,No,0.0
"i’m not flirting, i’m just being nice...",No,0.0
please submit the form by friday 😭,No,0.0
LET ME KNOW ONCE IT’S FIXED,No,0.0
"i’m trying to be chill, work’s stressing me out...",No,0.0
what time is the meeting tomorrow? lowkey wanna grab coffee w you after 👀,Yes,1.0
I’M NOT FLIRTING… BUT?! 👀,Yes,1.0
tbh YOU’RE EASY TO WORK WITH?! 💀,No,0.0
bet thanks for the update 🙏,No,0.0
"Thanks For Helping Earlier, I Owe You Dinner Sometime 😏",Yes,1.0
WHAT’S YOUR ETA?,No,0.0
"tbh i’m trying to be chill, work’s stressing me out!",No,0.0
ok serious question… when are we hanging out just us 🙂,Yes,1.0
highkey NICE WORK ON THE PRESENTATION,No,0.0
fr you’ve got good energy in meetings 😂,No,0.0
kinda i like your perspective on this,No,0.0
did you finish the report? also i kinda miss talking to you,Yes,1.0
lol I WISH YOU WERE HERE RN.. 😂,Yes,1.0
i’ll loop you into the email,No,0.0
you’ve got good energy in meetings! 🙂,No,0.0
